Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Thumb Rest of a Spear Thrower
",length,flexibility,depth,elaborate,holes,difficulty
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or tick removal tool
",length,efficient,flexible,complicated,specialized,flexibility
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Tool Used to Illustrate Woodcutting
",length,dense,pronounced,resistant,efficient,flexibility
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Tool Used to Illustrate Woodcutting:  Registration Frame
",length,pronounced,flexibility,complicated,narrow,dense
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Tools Used to Illustrate Woodcutting
",length,dense,pronounced,resistant,efficient,flexible
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Torno de Precisão
",length,depth,flexibility,curves,branches,difficulty
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or triple-square screw drive
",length,powerful,efficient,flexible,compact,complicated
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or United Nations Guiding Principles on Business and Human Rights
",length,flexibility,flexible,depth,efficient,complexity
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Weight in the Form of a Bull or Cow
",length,pronounced,slender,dense,flexible,flexibility
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Weight in the Form of a Hippopotamus Head
",length,dense,flexible,pronounced,elongated,slender
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Weight in the Form of a Lion
",length,pronounced,flexibility,dense,flexible,efficient
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Wire rope hoist
",length,flexible,flexibility,narrow,slender,efficient
"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Wooden Writing Tool
",length,pronounced,flexibility,branches,depth,layers
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or 90-45-45 set square
",length,squares,square,width,variation,dimensions
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Apollo Lunar Surface Drill
",length,inhabitants,beaches,branches,tributaries,streets
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Arco de Serra
",length,inhabitants,streets,beaches,branches,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or blind rivetting tool
",length,flexibility,flexible,complicated,specialized,depth
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Bone Awl with Beaded Case
",length,inhabitants,branches,beaches,edges,difficulty
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or bow saw blade
",length,claws,slender,blade,blades,branches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Box of Architectural Instruments
",length,branches,inhabitants,seats,streets,capacity
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Brace and Bit
",length,branches,tributaries,inhabitants,streets,beaches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Broca de Púa
",length,beaches,inhabitants,branches,tributaries,streets
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Bronze cylindrical tool hande
",length,tools,flexibility,handles,diameter,holes
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or business management tools
",length,flexibility,options,specialized,efficient,sophisticated
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Case for Chopstick and Knife Kit -Souvenir Trade
",length,options,difficulty,variation,pages,features
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Case for Kit with Chopsticks and Knife - Souvenir Trade
",length,options,accessories,decoration,decorations,variety
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Catraca de Furar
",length,inhabitants,beaches,branches,tributaries,streets
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Champagne bottle opener
",length,options,bottles,flexibility,barrels,capacity
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Boca
",length,beaches,streets,inhabitants,branches,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Estiva
",length,inhabitants,beaches,streets,branches,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Fenda
",length,beaches,inhabitants,streets,branches,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Mandril
",length,inhabitants,beaches,streets,branches,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Porca
",length,beaches,inhabitants,streets,tributaries,branches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Vela
",length,beaches,inhabitants,streets,branches,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave para Porca
",length,beaches,inhabitants,streets,branches,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave para Porcas
",length,inhabitants,beaches,branches,streets,tributaries
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chopstick and Knife Kit -Souvenir Trade
",length,rides,branches,decorations,options,shops
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chopstick for Chopstick and Knife Kit -Souvenir Trade
",length,options,accessories,variations,variation,variants
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
",length,accessories,options,decoration,decorations,variation
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or combs in Basque mythology
",length,branches,symbols,meaning,names,characters
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or data processors and accessories
",length,processors,modules,accessories,computers,terminals
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or dead blow hammer
",length,sound,holes,difficulty,variation,horns
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or digital media use and mental health
",length,relevance,coverage,information,content,scope
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Dividers with Regulator
",length,branches,seats,flexibility,connections,options
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Duck-Billed Axe Head
",length,branches,inhabitants,variation,vowels,difficulty
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Ekahau Site Survey
",length,inhabitants,beaches,tributaries,branches,vegetation
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or electric planer manual
",length,power,horsepower,flexibility,traction,seats
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or electric steam iron
",length,power,steam,traction,electricity,locomotives
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Espátula de Vidraceiro
",length,beaches,branches,tributaries,inhabitants,streets
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Esperanto learning tool
",length,flexibility,complexity,efficient,flexible,vocabulary
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Essen-Frohnhausen antler device
",length,branches,lines,tributaries,curves,variation
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fio de Aço
",length,branches,inhabitants,tributaries,streets,beaches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fio de Latão
",length,tributaries,branches,beaches,inhabitants,streets
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or fire hose protection ramp
",length,protection,efficient,power,safety,firefighters
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Flash memory emulator
",length,memory,powerful,expensive,efficient,flexibility
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Flint in the Form of a Bird
",length,difficulty,depth,variation,branches,inhabitants
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fly Casting Analyzer
",length,branches,difficulty,tributaries,inhabitants,depth
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fly fishing tackle
",length,fish,boats,fishing,fins,beaches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Four-die forging device
",length,expensive,flexibility,complicated,flexible,efficient
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fresa com Eixo
",length,branches,tributaries,inhabitants,streets,beaches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fur skin hammer
",length,layers,skin,hair,scars,teeth
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
",length,variation,variations,inhabitants,variety,branches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Grampo de Barra de Aço Ou Sargento
",length,streets,branches,tributaries,beaches,inhabitants
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Grampo de Barra Ou Sargento
",length,streets,branches,inhabitants,tributaries,beaches
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Hacksaw with Blade
",length,branches,difficulty,variation,depth,curves
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Hand Saw with Blade
",length,difficulty,branches,depth,inhabitants,variation
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or hot glue gun
",length,fuel,holes,flexibility,power,layers
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Illumination Software Creator
",length,complexity,possibilities,layers,difficulty,flexibility
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Independent Forest Monitoring
",length,difficulty,flexibility,facilities,branches,capacity
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Inside and Outside Calipers
",length,branches,tributaries,vegetation,trees,foliage
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or key to amend wire
",length,options,locks,flexibility,complexity,keys
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Kit with Chopsticks and Knife- Souvenir Trade
",length,decoration,decorations,accessories,colorful,options
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Knife for Chopstick and Knife Kit -Souvenir Trade
",length,options,variation,accessories,variations,variants
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Knife for Kit with Chopsticks and Knife- Souvenir Trade
",length,accessories,options,decoration,variation,decorations
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Knipex pliers wrenches
",length,holes,twists,hooks,locks,flexibility
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Laser line level
",length,stations,branches,lines,tunnels,platforms
"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Logistics Support System
",length,inhabitants,branches,facilities,capacity,flexibility
