,Masked Sentence,Prediction
219,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or The Wine Aroma Wheel
","pronounced, flexibility, potent, dense, efficient"
220,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or thread die holder
","flexible, flexibility, efficient, complicated, convenient"
221,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Thumb Rest of a Spear Thrower
","flexibility, depth, elaborate, holes, difficulty"
222,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or tick removal tool
","efficient, flexible, complicated, specialized, flexibility"
223,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Tool Used to Illustrate Woodcutting
","dense, pronounced, resistant, efficient, flexibility"
224,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Tool Used to Illustrate Woodcutting:  Registration Frame
","pronounced, flexibility, complicated, narrow, dense"
225,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Tools Used to Illustrate Woodcutting
","dense, pronounced, resistant, efficient, flexible"
226,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Torno de Precisão
","depth, flexibility, curves, branches, difficulty"
227,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or triple-square screw drive
","powerful, efficient, flexible, compact, complicated"
228,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or United Nations Guiding Principles on Business and Human Rights
","flexibility, flexible, depth, efficient, complexity"
229,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Weight in the Form of a Bull or Cow
","pronounced, slender, dense, flexible, flexibility"
230,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Weight in the Form of a Hippopotamus Head
","dense, flexible, pronounced, elongated, slender"
231,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Weight in the Form of a Lion
","pronounced, flexibility, dense, flexible, efficient"
232,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Wire rope hoist
","flexible, flexibility, narrow, slender, efficient"
233,"Which is longer, and thus has more [MASK], Apollo Lunar Surface Drill or Wooden Writing Tool
","pronounced, flexibility, branches, depth, layers"
234,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or 90-45-45 set square
","squares, square, width, variation, dimensions"
235,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Apollo Lunar Surface Drill
","inhabitants, beaches, branches, tributaries, streets"
236,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Arco de Serra
","inhabitants, streets, beaches, branches, tributaries"
237,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or blind rivetting tool
","flexibility, flexible, complicated, specialized, depth"
238,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Bone Awl with Beaded Case
","inhabitants, branches, beaches, edges, difficulty"
239,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or bow saw blade
","claws, slender, blade, blades, branches"
240,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Box of Architectural Instruments
","branches, inhabitants, seats, streets, capacity"
241,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Brace and Bit
","branches, tributaries, inhabitants, streets, beaches"
242,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Broca de Púa
","beaches, inhabitants, branches, tributaries, streets"
243,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Bronze cylindrical tool hande
","tools, flexibility, handles, diameter, holes"
244,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or business management tools
","flexibility, options, specialized, efficient, sophisticated"
245,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Case for Chopstick and Knife Kit -Souvenir Trade
","options, difficulty, variation, pages, features"
246,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Case for Kit with Chopsticks and Knife - Souvenir Trade
","options, accessories, decoration, decorations, variety"
247,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Catraca de Furar
","inhabitants, beaches, branches, tributaries, streets"
248,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Champagne bottle opener
","options, bottles, flexibility, barrels, capacity"
249,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Boca
","beaches, streets, inhabitants, branches, tributaries"
250,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Estiva
","inhabitants, beaches, streets, branches, tributaries"
251,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Fenda
","beaches, inhabitants, streets, branches, tributaries"
252,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Mandril
","inhabitants, beaches, streets, branches, tributaries"
253,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Porca
","beaches, inhabitants, streets, tributaries, branches"
254,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave de Vela
","beaches, inhabitants, streets, branches, tributaries"
255,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave para Porca
","beaches, inhabitants, streets, branches, tributaries"
256,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chave para Porcas
","inhabitants, beaches, branches, streets, tributaries"
257,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chopstick and Knife Kit -Souvenir Trade
","rides, branches, decorations, options, shops"
258,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chopstick for Chopstick and Knife Kit -Souvenir Trade
","options, accessories, variations, variation, variants"
259,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
","accessories, options, decoration, decorations, variation"
260,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or combs in Basque mythology
","branches, symbols, meaning, names, characters"
261,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or data processors and accessories
","processors, modules, accessories, computers, terminals"
262,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or dead blow hammer
","sound, holes, difficulty, variation, horns"
263,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or digital media use and mental health
","relevance, coverage, information, content, scope"
264,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Dividers with Regulator
","branches, seats, flexibility, connections, options"
265,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Duck-Billed Axe Head
","branches, inhabitants, variation, vowels, difficulty"
266,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Ekahau Site Survey
","inhabitants, beaches, tributaries, branches, vegetation"
267,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or electric planer manual
","power, horsepower, flexibility, traction, seats"
268,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or electric steam iron
","power, steam, traction, electricity, locomotives"
269,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Espátula de Vidraceiro
","beaches, branches, tributaries, inhabitants, streets"
270,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Esperanto learning tool
","flexibility, complexity, efficient, flexible, vocabulary"
271,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Essen-Frohnhausen antler device
","branches, lines, tributaries, curves, variation"
272,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fio de Aço
","branches, inhabitants, tributaries, streets, beaches"
273,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fio de Latão
","tributaries, branches, beaches, inhabitants, streets"
274,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or fire hose protection ramp
","protection, efficient, power, safety, firefighters"
275,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Flash memory emulator
","memory, powerful, expensive, efficient, flexibility"
276,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Flint in the Form of a Bird
","difficulty, depth, variation, branches, inhabitants"
277,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fly Casting Analyzer
","branches, difficulty, tributaries, inhabitants, depth"
278,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fly fishing tackle
","fish, boats, fishing, fins, beaches"
279,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Four-die forging device
","expensive, flexibility, complicated, flexible, efficient"
280,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fresa com Eixo
","branches, tributaries, inhabitants, streets, beaches"
281,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Fur skin hammer
","layers, skin, hair, scars, teeth"
282,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
","variation, variations, inhabitants, variety, branches"
283,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Grampo de Barra de Aço Ou Sargento
","streets, branches, tributaries, beaches, inhabitants"
284,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Grampo de Barra Ou Sargento
","streets, branches, inhabitants, tributaries, beaches"
285,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Hacksaw with Blade
","branches, difficulty, variation, depth, curves"
286,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Hand Saw with Blade
","difficulty, branches, depth, inhabitants, variation"
287,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or hot glue gun
","fuel, holes, flexibility, power, layers"
288,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Illumination Software Creator
","complexity, possibilities, layers, difficulty, flexibility"
289,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Independent Forest Monitoring
","difficulty, flexibility, facilities, branches, capacity"
290,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Inside and Outside Calipers
","branches, tributaries, vegetation, trees, foliage"
291,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or key to amend wire
","options, locks, flexibility, complexity, keys"
292,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Kit with Chopsticks and Knife- Souvenir Trade
","decoration, decorations, accessories, colorful, options"
293,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Knife for Chopstick and Knife Kit -Souvenir Trade
","options, variation, accessories, variations, variants"
294,"Which is longer, and thus has more [MASK], Arco de Pua com Catraca or Knife for Kit with Chopsticks and Knife- Souvenir Trade
","accessories, options, decoration, variation, decorations"
